time,mon_in,mon_out,tue_in,tue_out,wed_in,wed_out,thu_in,thu_out,fri_in,fri_out,sat_in,sat_out,sun_in,sun_out,week_num
09:00,417,638,463,618,489,686,495,593,432,560,257,238,152,140,41
10:00,418,521,415,480,428,575,410,498,524,614,699,511,222,319,41
11:00,583,650,565,618,595,588,632,673,698,774,756,764,384,363,41
12:00,960,1027,931,1110,878,993,998,1100,999,1271,942,1291,660,770,41
13:00,1574,1417,1885,1645,1816,1614,2003,1902,1518,1318,1263,1417,922,940,41
14:00,1007,884,981,914,986,962,1217,1140,1308,1258,1502,1562,1087,1078,41
15:00,937,852,965,856,951,872,1127,1196,1205,1155,1702,1637,1185,1102,41
16:00,1014,935,1070,984,1008,957,1210,1042,1274,1285,1433,1535,1359,1195,41
17:00,1355,1407,1369,1421,1292,1356,1461,1666,1413,1607,1587,1560,1213,988,41
18:00,952,1089,1077,1247,1089,1200,1513,1625,1234,1501,1116,1193,752,955,41
19:00,760,606,786,786,816,833,1074,1195,989,935,799,855,530,505,41
20:00,410,370,422,456,481,509,763,690,599,784,534,712,319,365,41
21:00,347,413,413,439,435,421,432,514,440,606,529,772,303,374,41
22:00,184,202,238,208,252,232,372,341,444,550,484,547,212,228,41
23:00,108,89,155,173,189,128,276,301,434,460,429,596,317,778,41
00:00,45,84,51,40,79,114,97,139,179,193,302,328,409,404,42
01:00,36,40,21,30,27,49,34,26,114,101,179,215,315,300,42
02:00,19,41,7,21,30,33,34,46,100,60,178,135,233,185,42
03:00,12,21,5,9,10,26,18,41,90,47,83,87,218,132,42
04:00,13,17,0,13,3,19,2,22,18,19,57,63,69,81,42
05:00,27,18,23,16,29,15,19,21,39,33,26,24,22,33,42
06:00,91,66,98,61,99,68,94,85,87,59,53,38,32,28,42
07:00,277,196,312,196,358,286,305,208,312,232,74,71,33,36,42
08:00,557,674,614,724,733,884,660,705,600,671,129,159,62,53,42
09:00,456,634,489,717,456,707,452,659,436,604,318,313,136,121,42
10:00,416,475,461,539,296,402,483,594,434,690,451,527,233,300,42
11:00,551,596,640,653,244,301,595,658,513,570,762,824,412,372,42
12:00,874,1005,1161,1258,681,756,1009,1155,740,856,1017,1194,704,704,42
13:00,1266,1098,1645,1635,1080,1026,1757,1592,1129,1057,1034,1136,904,913,42
14:00,989,878,1183,1015,837,766,1171,1051,906,873,671,713,1080,1036,42
15:00,921,782,1006,891,747,681,925,911,846,789,959,918,1101,1182,42
16:00,998,897,1140,1074,1026,961,1193,1135,889,917,1345,1270,1197,1159,42
17:00,1224,1351,1406,1519,1414,1401,1551,1693,1153,1398,1458,1515,1097,996,42
18:00,1042,1060,1175,1193,1143,1257,1473,1753,1169,1332,1185,1396,681,765,42
19:00,567,504,753,656,942,808,1159,1178,865,866,783,813,407,467,42
20:00,385,368,456,467,426,476,800,730,544,713,512,698,278,360,42
21:00,352,300,389,331,384,447,507,502,448,492,429,584,219,256,42
22:00,168,175,216,446,283,347,386,341,443,602,440,695,183,184,42
23:00,116,115,135,172,165,172,296,340,399,405,442,499,183,336,42
00:00,58,80,75,80,82,100,96,102,219,131,335,393,324,378,43
01:00,51,38,15,22,45,30,31,38,90,67,246,232,369,396,43
02:00,32,35,10,13,24,17,34,52,26,32,146,116,150,93,43
03:00,26,28,11,37,24,18,22,17,26,38,99,88,58,47,43
04:00,6,9,68,60,9,15,11,21,2,22,43,55,11,40,43
05:00,27,20,32,22,18,18,20,27,25,24,25,41,10,29,43
06:00,106,84,98,63,100,77,103,67,114,96,36,48,44,22,43
07:00,286,202,275,235,292,200,293,206,304,193,76,79,29,35,43
08:00,667,776,578,682,624,726,611,743,634,583,96,120,87,40,43
09:00,387,677,458,669,436,593,507,600,437,553,251,258,217,180,43
10:00,375,444,466,572,395,579,445,605,604,654,433,485,377,534,43
11:00,488,541,631,727,650,580,657,741,718,786,729,771,577,482,43
12:00,703,698,1034,1103,981,1072,1025,1187,1065,1197,1042,1198,919,929,43
13:00,1113,1122,1465,1369,1731,1504,1765,1586,1208,1337,1198,1282,893,841,43
14:00,778,735,1083,902,1084,959,1229,1074,867,826,1236,1081,1276,1177,43
15:00,794,682,979,858,847,719,1093,1081,1113,1103,859,909,1216,1134,43
16:00,1003,993,1074,1005,1102,997,1270,1191,1319,1205,1228,992,1259,1240,43
17:00,1286,1348,1320,1440,1350,1575,1486,1765,1555,1766,1253,1233,804,1019,43
18:00,998,1080,1051,1223,1234,1330,1457,1731,1200,1321,1037,1107,560,698,43
19:00,596,517,839,801,892,838,1075,1044,795,945,731,811,440,494,43
20:00,446,391,417,519,523,496,771,720,529,672,439,572,403,503,43
21:00,352,379,357,412,452,471,520,515,469,569,427,657,280,398,43
22:00,261,226,220,277,253,264,358,363,395,459,402,499,315,299,43
23:00,128,107,189,175,199,179,310,240,377,569,429,445,323,400,43
00:00,325,281,45,87,131,115,117,132,344,411,331,305,303,276,44
01:00,239,260,13,26,42,58,76,71,199,223,200,186,199,227,44
02:00,125,117,31,20,27,31,52,29,171,92,158,125,109,161,44
03:00,163,143,27,27,25,20,41,44,219,128,95,119,152,124,44
04:00,76,74,2,1,8,15,3,15,34,64,19,44,48,56,44
05:00,33,35,22,17,20,18,28,20,33,24,16,25,14,22,44
06:00,61,22,94,58,115,66,105,56,83,51,52,31,31,30,44
07:00,321,56,310,191,312,180,289,184,249,183,71,77,32,39,44
08:00,478,109,623,623,637,627,633,616,585,502,134,130,62,49,44
09:00,208,345,435,460,426,556,470,528,452,513,252,281,151,120,44
10:00,459,529,459,498,480,561,476,567,530,571,379,411,263,332,44
11:00,666,509,702,714,749,737,735,773,713,747,584,720,457,433,44
12:00,716,670,1024,1102,1109,1262,978,1194,1083,1356,955,1004,706,798,44
13:00,940,1486,1724,1636,1795,1587,1768,1704,1859,1725,1152,1219,895,991,44
14:00,1207,1717,1239,1117,1263,1128,1107,911,1325,1267,1232,1119,1146,1038,44
15:00,1196,1468,1067,957,1141,1077,1109,1004,1303,1268,1145,1126,1218,1281,44
16:00,1228,1352,1187,1179,1274,1267,1253,1181,1313,1529,1374,1333,1179,1122,44
17:00,884,1097,1302,1607,1466,1794,1400,1675,1442,1998,1243,1475,906,999,44
18:00,513,660,1026,1189,1238,1377,1230,1394,1275,1442,854,847,541,624,44
19:00,349,416,776,714,804,885,1004,989,965,951,843,782,304,426,44
20:00,286,284,403,487,474,536,624,705,602,674,424,559,254,270,44
21:00,231,205,335,351,389,363,452,451,439,494,383,423,184,177,44
22:00,167,123,309,454,313,470,454,612,347,734,284,728,147,192,44
23:00,150,122,187,199,241,234,375,586,373,407,289,377,128,104,44
00:00,41,45,53,87,77,67,113,94,176,187,307,419,421,456,45
01:00,23,25,19,13,15,34,20,55,65,81,283,261,347,313,45
02:00,28,13,14,18,18,24,13,24,46,51,161,146,254,185,45
03:00,15,20,13,14,10,21,35,23,52,46,120,76,180,109,45
04:00,15,3,12,19,11,7,3,10,27,61,41,33,82,66,45
05:00,25,22,28,15,18,15,35,21,39,42,32,35,22,23,45
06:00,108,77,116,62,90,62,94,59,114,67,55,40,39,24,45
07:00,268,199,307,191,331,203,311,197,297,181,77,70,49,50,45
08:00,607,672,692,737,635,724,637,709,593,655,127,129,59,60,45
09:00,416,609,456,630,433,619,458,580,443,581,259,281,134,135,45
10:00,361,509,434,520,408,512,401,506,466,587,422,519,267,300,45
11:00,524,582,575,649,519,554,581,604,655,671,657,742,465,435,45
12:00,722,857,835,923,789,873,891,1011,1017,1177,942,1085,766,829,45
13:00,1503,1382,1454,1286,1213,1163,1483,1403,1626,1475,1362,1445,971,1064,45
14:00,960,843,923,829,919,803,1152,1005,1140,1036,1324,1347,1024,1060,45
15:00,773,752,864,739,848,781,923,868,1061,1042,1724,1560,1191,1186,45
16:00,969,858,1003,971,916,902,1013,1028,1079,1201,1666,1696,1169,1241,45
17:00,1151,1355,1196,1376,1171,1345,1532,1708,1466,1853,1495,1696,922,962,45
18:00,911,1038,1048,1069,1163,1198,1410,1664,1157,1539,920,1022,661,637,45
19:00,470,517,736,659,917,813,1055,1068,1091,813,1023,856,398,401,45
20:00,366,331,403,365,525,510,710,706,641,805,550,924,105,154,45
21:00,341,268,308,459,441,494,479,487,503,709,424,588,108,158,45
22:00,207,141,226,202,341,244,384,329,484,718,420,828,119,137,45
23:00,134,143,146,174,191,194,279,303,377,508,432,558,60,87,45
00:00,34,29,77,95,119,119,130,115,180,160,336,408,543,564,46
01:00,32,18,12,27,36,50,34,42,66,70,283,270,376,398,46
02:00,24,13,18,13,20,46,23,29,41,30,227,144,288,247,46
03:00,26,14,11,10,9,31,38,29,28,49,78,91,286,192,46
04:00,5,7,12,9,6,15,8,8,14,22,34,38,76,77,46
05:00,11,13,22,12,13,15,36,44,28,33,24,26,13,19,46
06:00,120,89,110,71,117,80,114,79,100,78,46,38,35,33,46
07:00,299,218,290,186,289,216,324,248,283,206,87,95,51,29,46
08:00,588,644,656,698,678,701,716,697,636,633,122,147,62,47,46
09:00,444,546,438,576,445,602,511,676,481,614,245,286,146,137,46
10:00,454,514,479,505,435,486,484,594,501,559,451,454,319,398,46
11:00,468,507,535,606,569,606,631,637,676,666,670,758,493,482,46
12:00,824,916,898,920,873,1042,965,1024,1073,1166,1068,1174,756,817,46
13:00,1368,1230,1453,1305,1417,1242,1499,1389,1580,1487,1349,1480,924,1087,46
14:00,913,779,959,945,949,893,958,831,1222,1070,1582,1563,1163,1088,46
15:00,940,776,929,835,954,758,906,829,1125,1162,1661,1594,1111,1249,46
16:00,902,889,946,987,979,904,1182,1083,1238,1343,1799,1828,1139,1153,46
17:00,1229,1387,1352,1370,1360,1631,1643,2819,1454,1699,1613,1857,1023,927,46
18:00,916,1031,1124,1300,1277,1419,1619,1911,1338,1548,1091,1227,635,662,46
19:00,659,578,686,706,890,930,1235,1126,1151,1125,965,978,385,502,46
20:00,380,350,423,435,463,496,806,757,579,829,541,1158,304,333,46
21:00,252,423,359,424,393,465,480,679,482,626,454,841,192,197,46
22:00,168,200,236,247,305,243,329,365,383,900,456,904,138,181,46
23:00,133,119,171,195,153,178,277,239,517,541,538,633,127,146,46
00:00,73,69,30,31,93,107,81,95,147,177,307,415,470,411,47
01:00,45,29,1,20,42,39,51,46,48,61,182,180,274,289,47
02:00,13,19,4,25,24,19,0,21,59,44,174,110,219,183,47
03:00,24,24,7,14,12,19,22,11,25,36,118,69,179,118,47
04:00,18,9,8,18,10,14,3,3,8,13,22,48,67,83,47
05:00,31,34,21,11,21,20,38,17,34,23,29,29,21,28,47
06:00,99,67,103,78,100,64,93,73,105,72,30,48,49,33,47
07:00,252,213,307,212,356,275,311,218,305,236,60,77,34,34,47
08:00,611,592,670,609,695,711,636,646,616,603,133,134,58,52,47
09:00,439,616,428,622,419,645,439,612,445,544,261,280,160,141,47
10:00,381,466,400,496,342,483,439,515,410,553,434,470,304,316,47
11:00,548,560,509,548,569,520,640,602,658,741,735,776,538,514,47
12:00,809,946,805,963,727,865,806,1013,976,1150,1091,1172,820,764,47
13:00,1461,1312,1474,1263,1351,1336,1335,1226,1609,1533,1448,1597,957,996,47
14:00,890,743,940,768,831,707,1098,950,1298,1171,1668,1548,1020,977,47
15:00,837,699,825,759,829,742,938,838,1180,1019,1673,1687,1124,1182,47
16:00,932,869,982,888,940,916,1071,1054,1258,1283,1883,2048,1327,1443,47
17:00,1211,1318,1101,1197,1174,1304,1400,1565,1529,1661,1503,1626,991,1243,47
18:00,919,1049,1040,1206,1118,1249,1442,1643,1247,1508,1157,1182,674,868,47
19:00,504,578,779,703,956,799,1097,1048,1054,916,1010,1026,480,605,47
20:00,398,326,436,439,448,534,688,740,637,830,576,890,306,406,47
21:00,303,245,372,271,367,469,476,558,411,687,552,747,204,299,47
22:00,194,183,201,228,232,281,379,292,416,531,468,589,218,175,47
23:00,138,104,218,181,188,164,320,263,383,472,515,603,223,179,47
00:00,86,121,55,71,86,80,160,137,167,253,330,438,440,526,48
01:00,56,42,15,19,41,34,40,31,89,86,296,329,452,399,48
02:00,25,25,9,16,23,38,22,51,66,48,178,264,286,228,48
03:00,26,18,8,12,21,30,44,24,27,43,132,115,214,131,48
04:00,7,13,5,13,17,16,4,17,19,22,36,56,87,103,48
05:00,32,26,29,13,18,16,34,25,42,41,28,15,24,34,48
06:00,87,69,81,76,92,82,94,65,98,60,43,47,41,36,48
07:00,264,224,321,215,330,221,344,256,326,268,88,90,49,58,48
08:00,643,669,608,652,661,666,610,716,617,636,152,144,78,64,48
09:00,421,624,429,587,458,639,496,611,529,648,329,296,153,161,48
10:00,415,522,428,527,435,548,465,544,505,577,546,567,379,368,48
11:00,590,646,526,571,565,613,521,611,636,712,882,808,541,488,48
12:00,887,1040,896,1003,888,998,906,1085,1135,1219,1130,1255,959,890,48
13:00,1481,1295,1533,1401,1647,1395,1635,1461,1692,1554,1509,1640,1148,1285,48
14:00,959,866,930,879,1036,956,1146,948,1286,1140,1966,1987,1284,1316,48
15:00,908,766,897,793,954,905,1009,907,1054,1048,1954,2002,1446,1513,48
16:00,1025,978,997,909,1091,1003,1350,1277,1339,1464,1967,2135,1544,1555,48
17:00,1315,1367,1149,1263,1350,1631,1734,1998,1520,1837,1461,1601,1227,1229,48
18:00,1004,998,1119,1287,1284,1450,1506,1860,1299,1548,1247,1171,776,862,48
19:00,571,577,708,760,885,906,1146,1273,980,1080,863,1059,505,573,48
20:00,371,383,399,438,506,540,860,874,728,930,653,812,332,739,48
21:00,297,242,335,307,436,369,565,516,526,657,465,723,229,238,48
22:00,173,182,226,236,292,288,369,365,515,574,470,632,195,145,48
23:00,119,136,159,176,231,211,349,324,515,603,465,567,148,172,48
00:00,70,81,56,73,119,127,130,123,183,160,479,498,573,732,49
01:00,46,47,24,24,28,59,65,69,80,88,402,409,468,487,49
02:00,26,29,15,20,13,21,36,30,81,90,358,264,411,308,49
03:00,16,13,6,16,23,35,30,9,29,55,318,211,369,223,49
04:00,6,7,4,15,4,9,7,14,0,42,83,87,90,126,49
05:00,23,25,28,11,22,8,31,21,39,29,28,25,17,37,49
06:00,116,75,104,67,115,78,93,66,101,88,50,41,38,47,49
07:00,274,233,319,221,317,231,348,251,310,262,75,96,26,33,49
08:00,627,698,658,739,654,755,665,716,637,748,167,149,81,53,49
09:00,441,595,473,632,419,610,441,627,515,670,309,315,200,228,49
10:00,428,545,491,606,443,502,451,445,590,670,628,647,360,242,49
11:00,633,654,624,622,629,628,560,523,786,827,927,974,660,584,49
12:00,795,905,928,1110,895,1137,607,783,1313,1411,1453,1424,1098,1025,49
13:00,1584,1407,1652,1538,1602,1550,1427,1304,1878,1851,1769,1787,1057,1143,49
14:00,1072,945,1056,923,1079,1010,1028,911,1316,1301,1878,2001,1330,1335,49
15:00,916,852,977,845,1017,866,1010,871,1278,1242,2073,2169,1480,1576,49
16:00,1079,981,1157,1114,1131,1110,1183,1160,1350,1491,2238,2337,1555,1501,49
17:00,1347,1295,1393,1487,1577,1621,1588,1835,1654,1915,1961,1982,1342,1293,49
18:00,1155,1128,1242,1170,1622,1483,1622,1871,1606,1822,1528,1419,834,823,49
19:00,559,640,792,864,1011,1063,1244,1207,1185,1150,897,1257,579,629,49
20:00,389,434,479,497,517,580,1012,808,865,1317,711,1006,310,698,49
21:00,330,557,350,579,418,716,605,716,628,753,672,1169,219,222,49
22:00,197,224,292,237,281,300,412,349,566,902,650,779,165,181,49
23:00,154,136,199,215,235,253,343,357,622,598,592,712,170,154,49
00:00,76,105,83,88,128,132,186,168,373,288,629,615,576,689,50
01:00,53,104,28,34,29,66,62,71,169,150,569,441,532,451,50
02:00,53,35,11,39,33,55,53,58,62,102,479,363,427,334,50
03:00,23,20,11,9,21,25,39,58,54,79,381,306,392,316,50
04:00,31,25,8,13,2,18,10,19,21,38,125,121,125,121,50
05:00,40,24,32,19,29,15,38,27,43,43,31,42,20,62,50
06:00,97,79,105,74,96,92,105,56,112,67,52,55,33,45,50
07:00,273,234,334,252,303,249,339,269,325,231,95,90,32,36,50
08:00,645,682,644,739,685,725,700,741,593,724,138,161,85,79,50
09:00,433,530,449,573,476,671,490,600,565,689,273,289,169,149,50
10:00,485,573,497,615,558,614,573,630,586,620,467,424,279,251,50
11:00,625,685,652,694,679,680,741,791,807,844,708,752,668,599,50
12:00,1039,1164,1027,1117,842,947,1138,1234,1235,1415,965,904,1339,1072,50
13:00,1732,1563,1660,1524,1778,1673,1804,1715,1849,1816,1223,1019,1378,1364,50
14:00,1123,1058,1169,1093,1229,1056,1275,1259,1412,1525,1080,1218,1414,1395,50
15:00,1086,889,1074,999,1070,986,1110,1024,1386,1328,1423,1298,1610,1484,50
16:00,1134,1085,1250,1189,1294,1210,1385,1360,1408,1574,1691,1678,1646,1409,50
17:00,1338,1532,1530,1645,1581,1676,1731,1971,1766,1878,1176,1185,1351,1136,50
18:00,1156,1257,1388,1433,1483,1672,1831,2182,1602,1600,842,766,872,924,50
19:00,409,478,808,833,905,1036,1396,1542,988,1187,639,817,514,543,50
20:00,465,427,576,610,672,675,1010,954,701,1079,752,1123,412,744,50
21:00,338,266,431,609,468,701,636,1003,751,1175,699,1273,235,282,50
22:00,218,180,320,303,369,298,526,430,658,687,610,896,182,183,50
23:00,166,141,248,240,293,305,547,437,645,768,833,811,218,164,50
00:00,101,59,136,164,257,213,318,179,370,341,536,604,501,605,51
01:00,37,58,35,39,71,79,90,73,225,187,566,484,578,383,51
02:00,24,14,11,21,39,49,48,52,154,137,458,326,405,295,51
03:00,27,26,20,17,54,38,56,51,71,64,286,222,334,184,51
04:00,15,9,12,10,7,26,12,16,19,58,110,100,101,74,51
05:00,20,27,20,21,30,24,27,25,31,27,45,52,36,43,51
06:00,115,84,89,71,117,85,82,69,84,80,52,56,51,41,51
07:00,299,254,282,215,266,215,278,258,245,193,82,114,40,48,51
08:00,617,659,602,562,660,606,612,531,568,505,70,29,96,73,51
09:00,424,529,434,560,447,625,445,560,535,627,103,174,164,107,51
10:00,550,592,519,615,573,646,594,646,649,646,460,383,159,205,51
11:00,678,719,758,749,764,785,843,829,874,861,1018,937,221,293,51
12:00,1080,1215,1092,1217,1190,1307,1405,1413,1257,1559,1455,1541,464,609,51
13:00,1716,1636,1862,1710,1683,1560,1932,1729,1973,1804,1725,1780,928,1025,51
14:00,1202,1122,1363,1227,1368,1292,1444,1398,1674,1668,1359,1355,1595,1563,51
15:00,1016,1021,1187,1148,1140,1212,1341,1377,1583,1619,1442,1365,1383,1348,51
16:00,1247,1210,1224,1336,835,814,1281,1330,1687,1925,1673,1888,1866,1767,51
17:00,1548,1636,1648,1708,1501,1577,1852,2115,1859,2055,1508,1689,1777,1511,51
18:00,1409,1318,1642,1710,1486,1655,1773,2017,1555,1632,1196,1217,1047,1068,51
19:00,743,787,1072,1072,913,991,1305,1494,1077,1310,764,998,578,769,51
20:00,485,505,669,662,603,690,987,992,828,1056,619,856,394,655,51
21:00,374,629,410,738,482,819,622,920,694,1072,619,1150,385,458,51
22:00,256,232,283,279,357,322,446,391,451,683,595,712,306,306,51
23:00,195,189,321,265,290,259,482,394,569,644,572,667,218,267,51
00:00,194,212,248,206,9,25,2,8,79,83,111,131,239,253,52
01:00,142,142,117,101,0,5,7,6,48,18,77,89,213,180,52
02:00,72,73,65,74,9,0,3,5,58,28,23,72,146,149,52
03:00,54,55,77,29,5,2,2,2,84,21,56,30,132,90,52
04:00,59,27,11,13,3,4,2,2,48,42,7,12,37,51,52
05:00,36,15,34,16,2,3,29,0,52,35,20,15,16,23,52
06:00,87,78,73,60,6,2,21,14,55,34,31,37,29,20,52
07:00,230,158,192,149,8,6,84,45,108,76,50,45,29,29,52
08:00,445,381,407,244,23,22,203,90,129,106,97,60,66,61,52
09:00,465,430,603,466,24,18,467,385,191,174,219,168,126,98,52
10:00,742,636,912,822,40,41,676,674,287,253,380,379,249,318,52
11:00,1044,984,1266,1228,78,86,861,681,585,461,653,551,475,360,52
12:00,1591,1665,1621,1753,106,150,1102,966,779,593,1069,944,972,749,52
13:00,2080,2026,1728,1929,163,144,1388,1132,927,655,1362,1243,989,972,52
14:00,1989,1905,1595,1588,156,176,1226,1134,854,748,1174,1242,1164,1097,52
15:00,2035,2066,1418,1374,130,194,983,1147,693,733,1577,1479,1183,1327,52
16:00,2048,2254,1229,1130,92,160,914,1193,991,1083,1559,1835,1222,1247,52
17:00,1974,1903,743,778,50,111,735,764,979,870,1404,1410,1019,1137,52
18:00,1616,1572,541,662,24,48,641,445,748,597,940,963,656,741,52
19:00,902,942,200,265,28,43,201,228,433,506,418,664,390,677,52
20:00,614,634,77,102,24,52,117,163,263,370,338,591,290,603,52
21:00,412,811,42,65,16,37,74,530,169,706,272,758,224,250,52
22:00,324,374,25,56,4,12,84,121,165,243,296,336,204,181,52
23:00,300,322,27,28,19,17,131,106,138,211,239,311,254,156,52
